farm_id,region,soil_type,crop_type,soil_moisture_%,soil_pH,temperature_C,rainfall_mm,humidity_%,recommended_irrigation_mm,sowing_date,harvest_date,crop_growth_days,NDVI_index
IND03770,Gujarat,Black,Cotton,32.6,7.4,35,176.2,42,8.2,02-01-2024,30-05-2024,149,0.62
IND03771,Kerala,Laterite,Groundnut,15.2,6.3,30,140.2,75.2,17.3,21-10-2024,18-02-2025,120,0.67
IND03772,Rajasthan,Desert,Millet,23.9,7.5,34.2,140.7,73.2,33.2,08-07-2024,01-11-2024,116,0.38
IND03773,Telangana,Red,Pulses,21.4,7,34.4,199.8,43.7,19.4,04-11-2024,16-02-2025,104,0.44
IND03774,Gujarat,Alluvial,Maize,43.5,7,19.8,249.5,85,4.2,25-06-2024,14-10-2024,111,0.84
IND03775,Tamil Nadu,Laterite,Groundnut,33.9,6.9,38,220.7,89.9,26.3,03-04-2024,03-07-2024,91,0.77
IND03776,Maharashtra,Black,Sugarcane,27.2,7.4,31.4,231.2,46,0,25-01-2024,14-05-2024,110,0.48
IND03777,Gujarat,Black,Sugarcane,18,6.1,19.6,81.1,81.2,34,09-09-2024,25-01-2025,138,0.49
IND03778,Bihar,Alluvial,Wheat,14.4,7.2,37.5,76.4,75.4,40.2,23-01-2024,26-06-2024,155,0.41
IND03779,Madhya Pradesh,Black,Cotton,16,6.3,32.1,288.3,66.4,5.1,11-02-2024,09-05-2024,88,0.64
IND03780,Rajasthan,Alluvial,Sugarcane,27.8,6.2,29.1,35.4,75.8,43.5,05-03-2024,27-07-2024,144,0.85
IND03781,Andhra Pradesh,Red,Pulses,25.2,6.2,19.7,241.5,51.1,23.2,08-07-2024,23-11-2024,138,0.48
IND03782,West Bengal,Alluvial,Sugarcane,25.3,7,23,284.8,64.9,4.8,25-09-2024,21-01-2025,118,0.47
IND03783,Maharashtra,Laterite,Rice,24.1,6.8,27.1,108.6,84.8,36.2,17-12-2024,12-03-2025,85,0.48
IND03784,Maharashtra,Laterite,Groundnut,26.7,6.8,25.7,140.6,89.6,22.1,19-04-2024,17-09-2024,151,0.74
IND03785,Andhra Pradesh,Red,Pulses,35.9,7,24.1,24.7,88.6,22.1,01-06-2024,25-09-2024,116,0.49
IND03786,Andhra Pradesh,Red,Maize,23.3,6.2,34,81.2,88,40.1,05-10-2024,21-01-2025,108,0.39
IND03787,Kerala,Laterite,Groundnut,21.4,7.1,19.7,42.8,85.5,21.5,16-12-2024,10-05-2025,145,0.43
IND03788,West Bengal,Alluvial,Wheat,18.5,7.3,28.6,110,83.3,5.7,10-09-2024,27-12-2024,108,0.86
IND03789,Andhra Pradesh,Red,Maize,29.9,7.4,23.4,118,46.7,36.2,05-02-2024,30-06-2024,146,0.57
IND03790,Telangana,Black,Sugarcane,44.7,7.5,21.5,243.1,79.1,0,03-07-2024,16-11-2024,136,0.49
IND03791,Kerala,Laterite,Groundnut,21.1,6.5,34.2,260,89.3,11.9,02-09-2024,25-12-2024,114,0.46
IND03792,Tamil Nadu,Red,Groundnut,21.7,6.2,22.3,21.9,56.1,48.9,04-04-2024,18-08-2024,136,0.56
IND03793,Telangana,Black,Sugarcane,40.3,6.9,26.2,211.6,60.2,7.6,10-02-2024,14-06-2024,125,0.53
IND03794,Telangana,Red,Groundnut,42.9,7.7,21,148.7,78,0,18-11-2024,02-03-2025,104,0.52
IND03795,Bihar,Alluvial,Wheat,44.1,6.2,30.3,200.9,53.1,0.8,25-12-2024,02-04-2025,98,0.88
IND03796,Tamil Nadu,Red,Maize,24.2,7.1,37.8,148.2,68.9,22.7,15-01-2024,16-04-2024,92,0.79
IND03797,Odisha,Laterite,Rice,21.5,6.4,34,29.3,47.4,9.4,06-10-2024,27-01-2025,113,0.47
IND03798,Rajasthan,Alluvial,Maize,33.7,7.1,36.4,131.9,43.1,30.5,18-12-2024,27-04-2025,130,0.47
IND03799,Haryana,Alluvial,Pulses,19.8,7.6,24.7,138.1,42.1,10.6,25-05-2024,29-10-2024,157,0.49
IND03800,West Bengal,Alluvial,Sugarcane,18.4,7.5,22.8,192.9,83.6,3.5,13-09-2024,25-12-2024,103,0.52
IND03801,Uttar Pradesh,Alluvial,Rice,43.2,6.8,35.5,56.3,70.3,5.5,06-04-2024,02-08-2024,118,0.39
IND03802,Andhra Pradesh,Red,Maize,37.7,7,24.8,85,80.7,37.3,12-09-2024,07-12-2024,86,0.82
IND03803,Madhya Pradesh,Black,Cotton,14.4,6.5,31.7,289.7,49.9,15.5,10-07-2024,03-11-2024,116,0.55
IND03804,Andhra Pradesh,Black,Wheat,14.3,6.5,22.7,296.6,77.3,24.2,09-07-2024,03-11-2024,117,0.75
IND03805,Tamil Nadu,Laterite,Groundnut,39.2,6.5,33.8,206.1,52.9,18.6,18-02-2024,21-07-2024,154,0.51
IND03806,Karnataka,Red,Millet,24.9,6.4,25.1,279.1,40.7,3.3,20-09-2024,17-01-2025,119,0.51
IND03807,Karnataka,Red,Pulses,41.4,6.2,21.8,48,41.3,31.2,01-06-2024,30-09-2024,121,0.56
IND03808,West Bengal,Alluvial,Pulses,34.5,6.6,35.4,150.7,68.1,7,21-04-2024,29-07-2024,99,0.88
IND03809,Madhya Pradesh,Red,Millet,25.4,6.9,25,32.9,45.6,15.1,06-02-2024,28-06-2024,143,0.56
IND03810,Bihar,Alluvial,Pulses,39,6.3,24.2,104,44.2,0,21-04-2024,27-09-2024,159,0.64
IND03811,Haryana,Alluvial,Maize,20.6,7.2,21.5,173.7,42.4,22.2,13-10-2024,19-02-2025,129,0.44
IND03812,Tamil Nadu,Black,Cotton,19.4,7.5,34,108.3,85.5,30.5,06-01-2024,29-04-2024,114,0.51
IND03813,Tamil Nadu,Laterite,Groundnut,21.9,7.2,35.3,75.1,63.2,9.3,20-10-2024,12-02-2025,115,0.44
IND03814,West Bengal,Alluvial,Maize,12.9,7.3,35.9,121.9,47.7,10,22-09-2024,28-02-2025,159,0.57
IND03815,Karnataka,Red,Groundnut,39.8,6.2,37.8,76,75.5,2.7,14-10-2024,05-03-2025,142,0.53
IND03816,Odisha,Laterite,Rice,34.4,6.8,33.8,92.4,59.6,9.4,06-04-2024,01-09-2024,148,0.76
IND03817,Bihar,Alluvial,Wheat,29.3,7.6,22,261.3,46.7,19.8,22-06-2024,28-10-2024,128,0.86
IND03818,Maharashtra,Red,Groundnut,26.1,7.8,30.6,264.5,50.8,0,21-05-2024,07-09-2024,109,0.74
IND03819,Andhra Pradesh,Black,Wheat,43.3,7.6,34.8,35.9,72.4,20.1,16-02-2024,21-06-2024,126,0.67
IND03820,Odisha,Alluvial,Rice,20.5,6.1,23.9,289.7,85.5,0,20-11-2024,16-04-2025,147,0.81
IND03821,Telangana,Red,Maize,30.9,7.3,25,230.6,83.8,0,09-10-2024,28-02-2025,142,0.41
IND03822,Punjab,Alluvial,Sugarcane,19.3,6.7,21.4,23.6,66.7,22.2,09-08-2024,28-11-2024,111,0.46
IND03823,Uttar Pradesh,Alluvial,Sugarcane,44.2,6.8,26.9,214.3,81.8,17.9,24-03-2024,03-08-2024,132,0.53
IND03824,Haryana,Alluvial,Pulses,27.2,7.3,22.9,102.9,53.5,39.1,06-01-2024,03-04-2024,88,0.77
IND03825,Bihar,Alluvial,Wheat,34.8,6,34.4,274.9,60.7,8.8,11-12-2024,10-04-2025,120,0.89
IND03826,Punjab,Alluvial,Wheat,31.2,6.3,22.9,45.2,68.8,29.8,25-02-2024,26-05-2024,91,0.71
IND03827,West Bengal,Laterite,Groundnut,39.7,7.2,29.5,150,55.5,6.3,11-02-2024,27-06-2024,137,0.83
IND03828,Maharashtra,Black,Cotton,35.5,6.3,33.4,181.3,49.1,3.5,05-02-2024,13-07-2024,159,0.39
IND03829,Odisha,Laterite,Groundnut,35,6.4,33.3,230.5,53.5,21.3,15-07-2024,23-10-2024,100,0.57
IND03830,Telangana,Black,Wheat,20.4,6.2,18.9,203.8,88.8,31.7,19-07-2024,20-12-2024,154,0.47
IND03831,Gujarat,Alluvial,Sugarcane,37.6,6.4,27.5,60,54.7,3.6,03-10-2024,06-03-2025,154,0.73
IND03832,Gujarat,Alluvial,Wheat,17.1,7.6,23.2,291.2,68.6,0,13-01-2024,11-05-2024,119,0.88
IND03833,West Bengal,Laterite,Rice,37,7.2,25.7,109.6,52.9,28.9,16-06-2024,16-10-2024,122,0.38
IND03834,Kerala,Laterite,Groundnut,42.2,6.3,25.6,158.8,52.9,0,03-06-2024,14-10-2024,133,0.48
IND03835,Kerala,Laterite,Groundnut,14.8,6.1,37.4,230.5,59.3,7.3,14-01-2024,30-04-2024,107,0.54
IND03836,Madhya Pradesh,Red,Millet,27.7,6.4,35.6,184.4,41,1.5,23-12-2024,19-05-2025,147,0.41
IND03837,Bihar,Alluvial,Wheat,13.3,7.7,18,105.2,40.8,33.2,01-12-2024,30-03-2025,119,0.72
IND03838,Maharashtra,Laterite,Rice,17.1,7.4,27.3,63,58.4,35.4,20-10-2024,16-02-2025,119,0.54
IND03839,West Bengal,Alluvial,Maize,24,6.4,30.4,85,70.8,5.5,15-05-2024,27-09-2024,135,0.71
IND03840,Uttar Pradesh,Alluvial,Sugarcane,42.7,7.6,25.8,254.1,81.7,0,08-06-2024,03-10-2024,117,0.61
IND03841,Andhra Pradesh,Red,Groundnut,34.4,7.6,33.8,108.9,86.8,0,08-08-2024,02-11-2024,86,0.78
IND03842,West Bengal,Alluvial,Sugarcane,41.9,6,38.6,295.8,68.4,17.9,17-11-2024,06-04-2025,140,0.9
IND03843,Gujarat,Black,Cotton,28,7,23.5,261.7,85.6,0,12-11-2024,12-04-2025,151,0.43
IND03844,Punjab,Alluvial,Rice,42.4,6.6,27.6,214.8,52.9,21.9,03-02-2024,02-06-2024,120,0.44
IND03845,Rajasthan,Desert,Millet,30.4,6.5,21.7,20.5,59.8,8,05-02-2024,14-07-2024,160,0.64
IND03846,Telangana,Red,Pulses,21.6,7.5,37.3,146.9,48.7,4.4,14-02-2024,20-05-2024,96,0.69
IND03847,Uttar Pradesh,Alluvial,Wheat,26,7,34.2,259.6,72.6,14.3,08-04-2024,02-07-2024,85,0.66
IND03848,Uttar Pradesh,Alluvial,Rice,30.1,6.1,20.3,255.3,42.1,0,12-09-2024,09-02-2025,150,0.38
IND03849,Telangana,Red,Maize,26.3,6.1,39.6,208.3,52.1,0,15-12-2024,08-05-2025,144,0.54
IND03850,Madhya Pradesh,Black,Sugarcane,14.5,6.1,21.4,126.9,60.8,6.7,20-02-2024,05-06-2024,106,0.7
IND03851,Rajasthan,Desert,Millet,39.7,6.3,33.1,144.4,70,23,14-03-2024,24-06-2024,102,0.47
IND03852,Telangana,Black,Wheat,33.6,6.4,35.2,107.9,78.6,22.7,01-07-2024,29-09-2024,90,0.65
IND03853,Maharashtra,Red,Pulses,38.1,6.9,21.4,132.1,50.1,18.9,17-02-2024,24-05-2024,97,0.49
IND03854,Maharashtra,Red,Millet,12.6,6.9,22.7,230.7,64.8,30.9,07-02-2024,06-05-2024,89,0.64
IND03855,Punjab,Alluvial,Wheat,20.8,7.6,39.5,228.3,58.2,29.6,12-01-2024,22-05-2024,131,0.86
IND03856,Haryana,Alluvial,Pulses,16.1,7.8,21.4,296,45.6,0,05-05-2024,15-09-2024,133,0.38
IND03857,Odisha,Alluvial,Sugarcane,41,7.4,39.9,108.8,59.4,24.6,18-07-2024,01-12-2024,136,0.69
IND03858,Madhya Pradesh,Black,Wheat,12.2,6.4,18.5,159.8,66.7,16.8,12-09-2024,16-12-2024,95,0.66
IND03859,Karnataka,Laterite,Rice,43.4,7,34.6,270,63.3,19.5,25-10-2024,24-02-2025,122,0.39
IND03860,Bihar,Alluvial,Sugarcane,37.8,7.5,29.4,48.5,71.1,11,24-11-2024,09-04-2025,136,0.58
IND03861,West Bengal,Laterite,Groundnut,30.8,7.6,32,279.1,82.4,0,01-10-2024,19-01-2025,110,0.52
IND03862,Telangana,Black,Wheat,29.1,6.2,29.3,193.7,88.7,28.2,17-05-2024,15-10-2024,151,0.83
IND03863,Odisha,Laterite,Groundnut,31.3,7.1,22.3,211.4,53.3,0,02-02-2024,30-06-2024,149,0.54
IND03864,West Bengal,Alluvial,Rice,17.6,7.3,29.8,166.6,63.5,18.4,19-01-2024,15-05-2024,117,0.41
IND03865,Maharashtra,Laterite,Groundnut,32.3,6.5,31.8,212.4,76,14.1,08-02-2024,09-06-2024,122,0.85
IND03866,Madhya Pradesh,Black,Cotton,39.7,7.6,36.8,281.1,50.6,0,21-08-2024,22-12-2024,123,0.67
IND03867,Uttar Pradesh,Alluvial,Rice,24.5,7.1,23.8,269.6,83.2,0,11-07-2024,26-11-2024,138,0.7
IND03868,Tamil Nadu,Black,Wheat,26.3,6.7,27.2,201.3,52.8,0,15-04-2024,23-08-2024,130,0.74
IND03869,Odisha,Alluvial,Pulses,34.3,7.1,31.2,134.6,40.5,30.6,08-11-2024,01-03-2025,113,0.71
IND03870,Odisha,Alluvial,Pulses,42.1,7.7,31.1,60,68.7,1,06-12-2024,04-05-2025,149,0.88
IND03871,Madhya Pradesh,Red,Groundnut,29.2,7,24.3,130.1,71.9,19.6,24-08-2024,09-12-2024,107,0.85
IND03872,Odisha,Laterite,Groundnut,18.1,6.2,33.6,299.5,55.2,0,19-10-2024,23-02-2025,127,0.76
IND03873,Punjab,Alluvial,Wheat,29.2,6.4,28.8,23.9,45.6,36,16-05-2024,27-08-2024,103,0.44
IND03874,Telangana,Red,Groundnut,23.5,7.8,25.7,48.5,51.5,25.7,06-05-2024,05-10-2024,152,0.54
IND03875,Gujarat,Alluvial,Sugarcane,43.9,6.8,36.3,24.4,47.1,29.3,04-11-2024,12-03-2025,128,0.4
IND03876,Haryana,Alluvial,Pulses,16.2,6.9,20.2,158.5,79.6,2,23-08-2024,18-11-2024,87,0.81
IND03877,Madhya Pradesh,Black,Sugarcane,40.3,6.2,21.8,158,67.1,13,15-08-2024,08-11-2024,85,0.54
IND03878,Haryana,Alluvial,Maize,25.6,6.1,30.6,213.1,49.9,22.6,10-10-2024,26-01-2025,108,0.64
IND03879,Uttar Pradesh,Alluvial,Pulses,22.4,6.7,28.5,188.1,88.3,30,14-03-2024,09-07-2024,117,0.41
IND03880,Telangana,Black,Cotton,16.6,6.6,37.8,225.2,51.5,0.9,25-06-2024,16-11-2024,144,0.82
IND03881,Bihar,Alluvial,Rice,30.3,6.6,20.2,99.5,77,18.6,22-11-2024,15-02-2025,85,0.38
IND03882,Andhra Pradesh,Black,Cotton,24.1,6.1,28.6,291.8,78.6,13.4,08-04-2024,14-09-2024,159,0.49
IND03883,Rajasthan,Desert,Millet,30.6,6.3,21.2,35.2,53.2,27.8,07-03-2024,12-06-2024,97,0.64
IND03884,Odisha,Alluvial,Wheat,38.7,6.6,26.5,199.5,64.1,11.8,14-08-2024,01-12-2024,109,0.54
IND03885,Uttar Pradesh,Alluvial,Wheat,17.6,7.7,38.6,272.4,51.9,30.6,14-12-2024,19-04-2025,126,0.8
IND03886,Punjab,Alluvial,Pulses,30.3,7.3,19.1,237.9,75.5,4.7,06-12-2024,11-05-2025,156,0.69
IND03887,Tamil Nadu,Black,Sugarcane,16,7.4,37.4,194,63.1,9.4,03-09-2024,07-01-2025,126,0.58
IND03888,Bihar,Alluvial,Sugarcane,12.9,6.6,31,24.2,73.8,25.5,23-06-2024,19-11-2024,149,0.66
IND03889,West Bengal,Alluvial,Wheat,27.8,6.6,33.3,38.1,70.4,44.4,05-04-2024,07-09-2024,155,0.7
IND03890,Punjab,Alluvial,Pulses,23.2,7.4,23.6,135.3,62.6,27.4,14-02-2024,23-06-2024,130,0.48
IND03891,Uttar Pradesh,Alluvial,Maize,36.3,6.3,22.3,51.6,80.4,6.2,25-09-2024,18-02-2025,146,0.81
IND03892,Odisha,Laterite,Groundnut,36,7.4,33.2,290.3,49.6,0,20-09-2024,03-01-2025,105,0.87
IND03893,Karnataka,Laterite,Rice,28.8,6.4,28,272.4,41.6,0,14-01-2024,18-05-2024,125,0.69
IND03894,Uttar Pradesh,Alluvial,Pulses,34.2,6.4,25.7,289.1,82.4,0,13-07-2024,14-12-2024,154,0.43
IND03895,Punjab,Alluvial,Sugarcane,41.4,6.9,22.8,96.4,66.9,24.1,13-06-2024,16-09-2024,95,0.68
IND03896,Andhra Pradesh,Black,Sugarcane,27.3,6.9,22.8,273.4,79.2,14.3,14-05-2024,26-08-2024,104,0.56
IND03897,West Bengal,Laterite,Groundnut,21.4,6.9,23.5,228.9,62.4,0,19-07-2024,24-10-2024,97,0.81
IND03898,Andhra Pradesh,Red,Maize,16.1,7.1,19.4,46.8,52.6,30.1,13-04-2024,11-08-2024,120,0.78
IND03899,Madhya Pradesh,Red,Pulses,23.5,7.2,22.4,212.9,57.4,16.8,06-03-2024,24-07-2024,140,0.62
IND03900,West Bengal,Alluvial,Rice,31.2,7.3,19.1,237.3,52.3,0.9,05-03-2024,02-07-2024,119,0.54
IND03901,Telangana,Red,Groundnut,18.8,6.3,23.8,242.2,77.3,1.8,05-07-2024,07-11-2024,125,0.53
IND03902,Andhra Pradesh,Black,Sugarcane,19.4,7.1,39.3,53.2,61.1,9.6,04-07-2024,21-11-2024,140,0.89
IND03903,Odisha,Laterite,Groundnut,39.6,6.5,20.2,228.9,70.6,0,14-11-2024,08-02-2025,86,0.53
IND03904,Madhya Pradesh,Black,Cotton,20.7,6.4,32.8,32.8,76.8,17.9,15-01-2024,03-06-2024,140,0.81
IND03905,West Bengal,Alluvial,Rice,34.3,7.3,27.7,233.1,45.2,0,16-08-2024,21-11-2024,97,0.68
IND03906,Rajasthan,Desert,Millet,39.8,7.5,20.8,33.4,43.7,36.7,01-01-2024,09-04-2024,99,0.78
IND03907,Bihar,Alluvial,Wheat,25.1,6.4,31.7,20.8,80.8,26.3,13-09-2024,28-01-2025,137,0.54
IND03908,Haryana,Alluvial,Rice,24.7,6.8,27.9,194.2,61,13.6,22-04-2024,02-09-2024,133,0.45
IND03909,Uttar Pradesh,Alluvial,Maize,43.9,6.7,32.4,52.6,85.6,20.4,18-01-2024,28-04-2024,101,0.68
IND03910,West Bengal,Laterite,Rice,17.8,6.8,34.6,243.4,89.4,0,18-06-2024,14-11-2024,149,0.57
IND03911,Punjab,Alluvial,Sugarcane,22.5,7.1,21.2,96.4,76.7,3.9,16-06-2024,20-11-2024,157,0.49
IND03912,Haryana,Alluvial,Wheat,34.1,7.1,18.6,155.7,57.6,0,21-02-2024,14-06-2024,114,0.69
IND03913,Haryana,Alluvial,Maize,34.2,6,21.4,51.5,58.9,20.3,10-03-2024,07-06-2024,89,0.54
IND03914,Rajasthan,Alluvial,Rice,40,7.7,32.7,100.6,71,6.1,23-03-2024,12-07-2024,111,0.65
IND03915,Odisha,Laterite,Rice,42.7,7.1,30.4,98.9,62.3,5.3,23-05-2024,20-09-2024,120,0.65
IND03916,Maharashtra,Laterite,Rice,17.2,7.2,32,74.2,68.1,7.9,13-01-2024,05-05-2024,113,0.58
IND03917,Karnataka,Laterite,Rice,41.2,6.1,27.5,122.4,70.1,18.7,15-11-2024,30-03-2025,135,0.46
IND03918,Uttar Pradesh,Alluvial,Sugarcane,26.8,6.5,35.9,288.4,50.3,0.2,21-04-2024,06-09-2024,138,0.59
IND03919,Maharashtra,Red,Millet,22.6,7.1,36.1,223.3,40.2,7,21-02-2024,02-07-2024,132,0.85
IND03920,Tamil Nadu,Black,Wheat,44.6,6.5,30.1,103.8,64.9,17,21-06-2024,03-10-2024,104,0.73
IND03921,West Bengal,Alluvial,Sugarcane,18.2,7,24.3,238.2,73.7,19.9,11-03-2024,13-06-2024,94,0.36
IND03922,Telangana,Black,Cotton,31.1,7.3,34.8,62.6,48.7,30.5,13-01-2024,20-06-2024,159,0.68
IND03923,Haryana,Alluvial,Wheat,12.5,6.6,27.2,200.8,89,19.5,05-04-2024,15-08-2024,132,0.71
IND03924,Odisha,Laterite,Rice,16.5,6.3,21.9,289.7,47.3,8.7,12-02-2024,14-06-2024,123,0.51
IND03925,Karnataka,Red,Maize,22,6,37.9,205.5,53.3,12.7,08-10-2024,12-01-2025,96,0.35
IND03926,Maharashtra,Laterite,Rice,22.8,6.4,28.2,263.8,64.6,0,23-07-2024,22-10-2024,91,0.42
IND03927,Odisha,Laterite,Groundnut,24.1,6.6,35.7,288.8,87.8,16.9,25-09-2024,15-02-2025,143,0.52
IND03928,Uttar Pradesh,Alluvial,Sugarcane,44.8,6.9,31.6,159.9,88.2,27.8,22-11-2024,26-02-2025,96,0.55
IND03929,Andhra Pradesh,Black,Sugarcane,22.9,7.3,20.4,184,56.3,26.1,19-12-2024,30-04-2025,132,0.45
IND03930,Bihar,Alluvial,Sugarcane,17.3,6.9,31.2,51.7,42.1,45.3,05-02-2024,10-07-2024,156,0.7
IND03931,Karnataka,Red,Maize,20.2,7,34.7,222.6,67.3,8,17-08-2024,23-11-2024,98,0.87
IND03932,Bihar,Alluvial,Rice,24.5,7.5,37.5,43.6,88.7,7,06-11-2024,10-04-2025,155,0.69
IND03933,Maharashtra,Red,Pulses,44.9,6.1,34.7,250.8,88.3,18.6,02-12-2024,18-04-2025,137,0.76
IND03934,Bihar,Alluvial,Maize,20.3,6.3,18.6,228.1,47.1,31.3,25-09-2024,04-03-2025,160,0.7
IND03935,Madhya Pradesh,Red,Maize,14,7,21.3,86,87.3,39.5,23-11-2024,19-04-2025,147,0.41
IND03936,Maharashtra,Red,Maize,32.2,6.4,34.5,121,72.7,21.3,09-12-2024,13-03-2025,94,0.38
IND03937,Andhra Pradesh,Black,Wheat,28.7,6.2,27.9,38.8,58.8,29.3,24-06-2024,18-11-2024,147,0.75
IND03938,Karnataka,Black,Wheat,22.9,6.1,33.1,267,47.7,7.3,20-11-2024,15-02-2025,87,0.51
IND03939,Telangana,Red,Millet,22.7,6.6,36.7,188,53.4,24.9,05-09-2024,30-11-2024,86,0.6
IND03940,Uttar Pradesh,Alluvial,Sugarcane,13.7,7.5,25.9,23.7,82.5,41.7,06-01-2024,17-05-2024,132,0.9
IND03941,Uttar Pradesh,Alluvial,Rice,24.1,7.2,19.9,288.3,69.4,0,22-04-2024,08-08-2024,108,0.4
IND03942,Punjab,Alluvial,Maize,20.7,7.2,23.5,107.2,74.3,36.7,23-01-2024,30-04-2024,98,0.74
IND03943,Karnataka,Red,Maize,27.7,6.1,19.5,240.9,67.3,16.2,21-03-2024,25-07-2024,126,0.52
IND03944,Kerala,Laterite,Rice,30.7,6.2,28.5,254.6,79.8,4.5,19-06-2024,16-09-2024,89,0.38
IND03945,West Bengal,Alluvial,Sugarcane,37.6,7.2,36.4,206.2,76.7,14.4,25-11-2024,02-05-2025,158,0.64
IND03946,Odisha,Laterite,Groundnut,43.9,7,29,253.4,78.3,7.3,09-02-2024,17-05-2024,98,0.49
IND03947,West Bengal,Laterite,Rice,28.4,6.7,20.3,118.7,52.5,12.7,24-07-2024,24-10-2024,92,0.88
IND03948,Rajasthan,Desert,Millet,25.1,6,25.8,271.2,46.2,4.5,01-05-2024,24-09-2024,146,0.37
IND03949,Punjab,Alluvial,Sugarcane,39,7.5,25.5,79,73,27.9,15-12-2024,15-03-2025,90,0.58
IND03950,Bihar,Alluvial,Rice,26.7,6,38.7,95.3,53.2,18.8,05-05-2024,07-09-2024,125,0.9
IND03951,Uttar Pradesh,Alluvial,Rice,27.3,7.2,20.1,80.6,40.5,9.4,10-05-2024,11-10-2024,154,0.48
IND03952,Haryana,Alluvial,Pulses,27.7,6.3,21,266.8,61.6,0,24-04-2024,01-10-2024,160,0.76
IND03953,Odisha,Alluvial,Wheat,32.1,6.5,39.5,208.9,84.5,8,21-11-2024,31-03-2025,130,0.39
IND03954,Haryana,Alluvial,Rice,37.1,7.1,21,294.4,42.2,0,23-06-2024,19-09-2024,88,0.59
IND03955,Bihar,Alluvial,Pulses,14.4,6.1,39.5,99.7,63.2,20.5,20-12-2024,16-03-2025,86,0.78
IND03956,Andhra Pradesh,Red,Maize,35.1,7.1,25.6,139.6,55.3,10.3,09-11-2024,16-03-2025,127,0.78
IND03957,Tamil Nadu,Laterite,Rice,40.7,6.6,28.8,45.5,40.5,7.3,08-02-2024,29-05-2024,111,0.86
IND03958,Maharashtra,Laterite,Groundnut,44.2,6.7,36.4,178.8,80.6,0,08-03-2024,12-08-2024,157,0.49
IND03959,Bihar,Alluvial,Rice,29.4,6.1,20.3,264.9,87.3,24.1,09-03-2024,04-08-2024,148,0.68
IND03960,Andhra Pradesh,Red,Maize,38.9,7.1,25.9,172.7,42.3,30,09-11-2024,11-02-2025,94,0.8
IND03961,Kerala,Laterite,Groundnut,14,6.6,28.8,173.5,67,18.4,19-07-2024,10-12-2024,144,0.35
IND03962,Madhya Pradesh,Red,Millet,15.6,7.4,22.6,95.6,45.9,42.2,16-02-2024,04-07-2024,139,0.6
IND03963,Gujarat,Alluvial,Rice,24.3,7.7,31.3,57.9,54.4,36.4,13-07-2024,20-11-2024,130,0.9
IND03964,Madhya Pradesh,Black,Cotton,14.1,7.3,30.6,68.6,72.6,41.3,12-02-2024,10-05-2024,88,0.62
IND03965,Odisha,Alluvial,Pulses,37.1,6.1,24.7,83.6,59.4,26.7,01-04-2024,22-08-2024,143,0.7
IND03966,Haryana,Alluvial,Wheat,31.2,6.7,21.6,23.2,75.3,15.8,07-12-2024,14-05-2025,158,0.42
IND03967,Gujarat,Alluvial,Maize,15.5,6.7,35.1,82.3,66.6,45.2,04-04-2024,30-08-2024,148,0.85
IND03968,Andhra Pradesh,Red,Millet,43.9,6.5,27.4,58.5,47.9,24.5,04-09-2024,29-12-2024,116,0.8
IND03969,Andhra Pradesh,Black,Sugarcane,26.6,6.3,26.1,161.6,81.1,8.1,04-03-2024,10-06-2024,98,0.68
IND03970,Maharashtra,Red,Pulses,12.2,7.7,24.8,66.7,48.4,41.5,11-01-2024,02-05-2024,112,0.41
IND03971,Haryana,Alluvial,Maize,15.2,7.5,36.6,270.4,86.9,10.6,20-10-2024,10-02-2025,113,0.71
IND03972,Karnataka,Red,Maize,30.6,7.3,25.9,112.4,47.5,19.8,19-04-2024,02-08-2024,105,0.5
IND03973,Haryana,Alluvial,Pulses,35.2,6.9,29.1,226.9,58.1,9.6,24-07-2024,24-12-2024,153,0.51
IND03974,West Bengal,Alluvial,Rice,29,7.4,33.5,124.5,84.5,22,21-12-2024,01-05-2025,131,0.7
IND03975,Madhya Pradesh,Red,Millet,19.2,7.3,35.8,133,78.8,20.6,04-06-2024,06-11-2024,155,0.48
IND03976,Bihar,Alluvial,Rice,44.1,7.4,27.7,23,44.7,2.5,15-03-2024,19-08-2024,157,0.51
IND03977,Maharashtra,Black,Sugarcane,44.4,6,37.2,127.9,82.2,27,19-11-2024,09-03-2025,110,0.61
IND03978,Bihar,Alluvial,Sugarcane,33.3,6.2,28.5,212.8,45.5,9.1,20-06-2024,13-11-2024,146,0.45
IND03979,Gujarat,Alluvial,Sugarcane,38.5,6.7,29.5,287.5,62.3,18.3,25-01-2024,02-06-2024,129,0.58
IND03980,Andhra Pradesh,Black,Cotton,17.7,6.9,23.1,74.4,65.5,34.9,18-03-2024,03-08-2024,138,0.45
IND03981,Tamil Nadu,Red,Millet,13.4,6.9,35.2,215.8,82.9,11,17-01-2024,28-04-2024,102,0.7
IND03982,Telangana,Red,Groundnut,29,6.8,31.6,51.1,89.8,22.4,08-04-2024,04-07-2024,87,0.58
IND03983,Madhya Pradesh,Red,Groundnut,31.1,7.3,31.1,299.5,76.9,0.6,12-07-2024,14-10-2024,94,0.41
IND03984,Maharashtra,Laterite,Rice,44.6,7.3,36.5,25.2,51.6,40,13-08-2024,20-12-2024,129,0.81
IND03985,Gujarat,Black,Sugarcane,18.7,6.9,21,268.7,76.8,0.6,19-02-2024,25-06-2024,127,0.43
